NOME,SERVIDOR,TIPO DE RÉPLICA,CAMADA DE PREÇOS,LOCALIZAÇÃO,ASSINATURA,
"LogiMove (datalogimove/LogiMove)","datalogimove","--","General Purpose: Serverless, Gen5, 1 vCore","Brazil South","Azure subscription 1"
